StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,faculty
333,7.4,2,3,0,86,4.6,Yes,Yes,75,72,Placed,Computer Science
334,8.6,1,3,2,81,4.8,Yes,Yes,71,82,Placed,Computer Science
335,8.0,1,2,1,88,3.6,No,Yes,69,69,NotPlaced,Computer Science
336,7.8,1,3,1,89,4.6,Yes,Yes,73,79,Placed,Mechanical Engineering
337,8.1,1,3,2,90,4.7,Yes,No,72,87,Placed,Business Administration
338,7.2,1,2,0,83,4.5,No,Yes,74,69,NotPlaced,Business Administration
339,8.4,2,3,2,87,4.8,Yes,Yes,78,88,Placed,Civil Engineering
340,8.4,0,3,2,85,4.6,Yes,Yes,90,79,NotPlaced,Electrical Engineering
341,8.3,0,3,1,88,4.7,Yes,Yes,69,80,NotPlaced,Computer Science
342,7.2,0,2,1,66,3.9,No,No,67,69,NotPlaced,Electrical Engineering
343,8.6,2,3,2,90,4.8,Yes,Yes,77,86,Placed,Civil Engineering
344,7.9,2,1,0,73,4.2,No,No,56,71,NotPlaced,Computer Science
345,6.6,1,1,2,81,4.8,Yes,No,68,71,NotPlaced,Computer Science
346,7.1,1,1,1,63,3.6,No,Yes,58,68,NotPlaced,Computer Science
347,7.8,0,3,0,90,4.7,Yes,Yes,72,69,Placed,Biotechnology
348,6.6,1,1,1,81,4.0,No,No,73,72,NotPlaced,Computer Science
349,6.5,2,3,0,79,3.7,Yes,Yes,68,86,NotPlaced,Computer Science
350,7.5,2,1,0,83,4.6,Yes,No,58,81,NotPlaced,Biotechnology
351,7.5,1,2,0,70,3.7,No,Yes,55,66,NotPlaced,Mechanical Engineering
352,7.8,0,2,2,74,4.6,Yes,Yes,58,60,NotPlaced,Biotechnology
353,6.6,1,2,0,71,4.0,No,No,55,68,Placed,Business Administration
354,7.4,1,2,0,72,4.3,No,Yes,55,62,NotPlaced,Computer Science
355,7.8,1,3,2,77,4.2,Yes,No,77,82,NotPlaced,Biotechnology
356,8.2,2,3,2,90,4.8,Yes,Yes,89,84,Placed,Computer Science
357,8.9,2,3,2,89,4.6,Yes,Yes,71,83,Placed,Computer Science
358,8.2,1,2,1,90,4.8,Yes,Yes,78,71,Placed,Mechanical Engineering
359,7.5,1,3,0,70,4.2,No,Yes,60,68,NotPlaced,Business Administration
360,7.7,1,2,0,68,3.9,No,Yes,62,63,NotPlaced,Computer Science
361,8.7,1,3,2,90,4.7,Yes,Yes,81,80,Placed,Computer Science
362,7.5,1,1,1,65,4.4,No,Yes,55,60,NotPlaced,Computer Science
363,6.6,1,1,1,82,3.7,No,Yes,55,60,Placed,Electrical Engineering
364,7.4,2,3,1,84,4.8,No,Yes,77,68,Placed,Mechanical Engineering
365,7.5,0,3,2,90,4.8,Yes,Yes,82,81,Placed,Computer Science
366,8.2,1,1,1,79,4.6,No,Yes,55,61,NotPlaced,Computer Science
367,8.7,1,2,0,84,4.4,Yes,Yes,65,88,Placed,Business Administration
368,8.0,2,3,1,87,4.2,Yes,Yes,75,81,Placed,Business Administration
369,8.4,2,2,0,76,4.4,Yes,Yes,77,73,Placed,Electrical Engineering
370,8.0,2,2,2,81,4.5,No,No,69,71,NotPlaced,Business Administration
371,7.5,1,2,2,70,4.7,Yes,Yes,55,70,NotPlaced,Computer Science
372,6.5,1,3,2,90,4.0,Yes,No,85,65,Placed,Business Administration
373,7.8,0,3,2,73,4.6,Yes,No,82,85,NotPlaced,Computer Science
374,7.6,1,2,0,64,4.5,No,Yes,62,63,NotPlaced,Computer Science
375,8.7,0,3,0,75,3.7,Yes,Yes,62,74,NotPlaced,Computer Science
376,7.2,1,1,0,85,3.5,No,Yes,84,70,NotPlaced,Electrical Engineering
377,8.1,1,3,2,90,4.7,Yes,Yes,70,85,Placed,Mechanical Engineering
378,7.4,1,2,0,77,4.1,Yes,Yes,55,77,NotPlaced,Electrical Engineering
379,8.2,2,2,2,81,4.8,Yes,Yes,78,83,Placed,Biotechnology
380,8.2,2,1,2,90,4.8,Yes,Yes,79,68,Placed,Biotechnology
381,6.5,1,2,1,65,4.0,Yes,Yes,66,69,NotPlaced,Biotechnology
382,7.4,0,2,1,73,3.8,No,No,58,70,NotPlaced,Computer Science
383,7.3,0,1,1,80,3.6,No,Yes,62,65,NotPlaced,Civil Engineering
384,8.7,0,1,1,87,4.1,No,No,72,63,NotPlaced,Biotechnology
385,8.5,2,1,3,82,3.6,Yes,Yes,67,81,NotPlaced,Mechanical Engineering
386,8.5,1,3,2,74,4.1,No,Yes,76,68,Placed,Business Administration
387,7.9,1,2,1,76,4.1,Yes,Yes,57,66,NotPlaced,Computer Science
388,7.4,2,3,0,71,4.8,Yes,Yes,86,73,NotPlaced,Mechanical Engineering
389,6.7,1,2,0,86,4.4,No,No,76,73,Placed,Biotechnology
390,8.3,2,3,2,82,4.8,Yes,Yes,57,73,Placed,Biotechnology
391,7.6,1,1,0,76,4.3,No,Yes,66,69,NotPlaced,Civil Engineering
392,7.5,1,2,0,90,4.2,No,Yes,77,64,Placed,Computer Science
393,8.9,0,3,0,89,4.8,Yes,No,77,78,Placed,Computer Science
394,7.3,1,1,0,79,4.1,Yes,No,57,64,NotPlaced,Mechanical Engineering
395,8.6,1,2,0,86,4.8,Yes,Yes,69,77,Placed,Computer Science
396,8.2,2,3,2,90,4.8,Yes,Yes,81,84,Placed,Electrical Engineering
397,7.7,1,1,1,73,4.6,No,No,58,72,NotPlaced,Business Administration
398,7.9,1,3,0,88,4.7,Yes,Yes,87,85,Placed,Computer Science
399,7.4,1,1,1,87,4.6,No,Yes,68,65,NotPlaced,Biotechnology
400,6.9,0,1,0,90,4.5,Yes,Yes,81,80,Placed,Computer Science
401,8.0,1,3,2,90,4.8,Yes,Yes,81,86,Placed,Computer Science
402,7.1,1,3,0,81,4.4,Yes,Yes,78,72,NotPlaced,Computer Science
403,6.9,0,1,1,76,3.8,No,No,61,67,NotPlaced,Mechanical Engineering
404,8.5,2,3,2,90,4.8,Yes,Yes,80,84,Placed,Biotechnology
405,6.9,0,1,2,76,4.8,Yes,No,78,82,Placed,Business Administration
406,7.3,1,1,1,77,4.7,Yes,Yes,57,75,NotPlaced,Mechanical Engineering
407,7.8,2,3,0,89,4.6,No,Yes,71,68,NotPlaced,Business Administration
408,8.3,2,1,0,81,4.1,Yes,Yes,76,83,NotPlaced,Business Administration
409,8.6,1,3,2,83,4.4,Yes,Yes,71,83,Placed,Civil Engineering
410,8.6,2,3,0,87,4.8,No,No,75,66,NotPlaced,Business Administration
411,8.7,2,1,0,90,4.7,Yes,Yes,74,86,Placed,Computer Science
412,7.5,1,3,2,90,4.2,Yes,Yes,80,72,Placed,Business Administration
413,7.8,0,1,1,63,4.5,No,No,61,65,NotPlaced,Business Administration
414,6.5,0,1,0,71,3.4,No,Yes,59,67,NotPlaced,Civil Engineering
415,7.6,1,3,1,73,4.4,No,Yes,55,62,NotPlaced,Civil Engineering
416,6.5,1,1,1,80,3.8,Yes,Yes,58,65,NotPlaced,Computer Science
417,8.0,1,3,0,75,4.3,No,No,57,66,NotPlaced,Business Administration
418,8.0,2,3,0,86,4.8,Yes,Yes,73,82,Placed,Computer Science
419,7.5,1,1,0,67,4.2,Yes,Yes,57,70,Placed,Computer Science
420,7.8,1,3,0,78,4.4,No,Yes,77,70,Placed,Mechanical Engineering
421,7.3,1,1,1,75,3.6,No,Yes,55,66,NotPlaced,Computer Science
422,7.8,1,2,0,82,4.7,Yes,Yes,77,67,NotPlaced,Civil Engineering
423,6.5,1,1,1,82,3.4,No,No,56,66,NotPlaced,Electrical Engineering
424,8.1,1,3,3,90,4.8,Yes,Yes,69,82,Placed,Biotechnology
425,7.9,0,1,0,85,4.5,Yes,No,76,81,NotPlaced,Electrical Engineering
426,8.7,1,3,0,74,4.6,Yes,Yes,86,83,Placed,Computer Science
427,7.1,2,2,0,76,4.0,No,Yes,55,69,Placed,Business Administration
428,8.9,1,3,2,81,4.8,Yes,No,82,81,Placed,Biotechnology
429,8.3,0,3,0,75,4.2,Yes,No,77,69,NotPlaced,Business Administration
430,8.3,1,2,0,90,4.5,Yes,Yes,82,80,Placed,Computer Science
431,7.9,2,3,2,86,4.7,Yes,Yes,69,82,Placed,Mechanical Engineering
432,8.1,2,3,2,90,4.5,Yes,Yes,78,81,Placed,Computer Science
433,7.7,2,1,1,64,3.7,No,Yes,77,70,NotPlaced,Mechanical Engineering
434,8.1,2,3,2,85,4.5,Yes,Yes,76,88,Placed,Biotechnology
435,7.8,1,3,0,81,4.3,No,No,64,70,NotPlaced,Computer Science
436,7.2,1,1,1,67,3.8,No,No,59,63,NotPlaced,Computer Science
437,8.4,1,1,2,84,4.8,Yes,Yes,82,68,Placed,Computer Science
438,8.4,2,3,2,90,4.8,Yes,Yes,82,86,Placed,Computer Science
439,8.2,1,1,0,76,4.2,No,Yes,55,62,NotPlaced,Electrical Engineering
440,6.5,0,1,0,67,4.3,Yes,No,81,63,Placed,Computer Science
441,6.5,1,1,0,73,4.1,No,Yes,55,66,NotPlaced,Mechanical Engineering
442,8.3,2,3,2,90,4.8,Yes,Yes,74,83,Placed,Computer Science
443,8.2,0,3,2,78,4.5,No,Yes,88,84,Placed,Biotechnology
444,8.1,1,2,2,76,4.5,Yes,Yes,79,81,Placed,Mechanical Engineering
445,6.5,1,1,1,60,3.8,No,No,56,62,NotPlaced,Computer Science
446,8.2,0,3,1,83,4.7,Yes,No,81,87,NotPlaced,Mechanical Engineering
447,7.7,1,3,1,75,4.6,Yes,Yes,74,63,NotPlaced,Electrical Engineering
448,7.7,0,3,2,89,4.4,Yes,Yes,82,85,Placed,Biotechnology
449,6.5,1,1,0,80,4.3,Yes,Yes,75,68,NotPlaced,Business Administration
450,8.3,2,3,2,87,4.8,Yes,Yes,74,80,NotPlaced,Business Administration
451,8.0,1,3,0,77,4.1,No,No,82,84,Placed,Computer Science
452,8.6,0,2,1,90,4.6,Yes,Yes,56,87,Placed,Electrical Engineering
453,7.6,0,2,0,83,4.2,No,Yes,55,70,NotPlaced,Computer Science
454,7.0,1,1,1,71,4.3,No,Yes,74,64,NotPlaced,Computer Science
455,7.9,2,3,2,90,4.8,Yes,Yes,78,86,Placed,Computer Science
456,7.7,1,3,2,84,4.6,Yes,Yes,80,83,Placed,Biotechnology
457,7.4,1,3,0,76,4.4,Yes,Yes,58,71,NotPlaced,Business Administration
458,6.5,1,1,1,78,4.1,No,Yes,55,62,NotPlaced,Mechanical Engineering
459,7.4,1,2,0,73,4.3,No,Yes,65,68,NotPlaced,Mechanical Engineering
460,7.8,2,3,2,84,4.1,Yes,Yes,76,80,Placed,Electrical Engineering
461,7.7,1,1,0,80,4.8,Yes,Yes,55,61,NotPlaced,Computer Science
462,7.9,0,1,0,60,3.4,No,No,64,59,NotPlaced,Computer Science
463,7.4,1,1,0,79,4.8,No,Yes,72,66,NotPlaced,Mechanical Engineering
464,8.2,2,2,1,76,4.6,Yes,Yes,66,65,NotPlaced,Business Administration
465,7.4,0,1,0,78,4.6,No,No,56,69,NotPlaced,Civil Engineering
466,6.7,1,1,1,66,3.6,No,No,55,67,NotPlaced,Computer Science
467,6.5,1,2,0,84,4.2,Yes,No,74,78,NotPlaced,Mechanical Engineering
468,7.8,0,1,1,73,4.8,Yes,Yes,77,88,Placed,Business Administration
469,7.2,1,2,1,68,4.4,No,No,55,64,NotPlaced,Mechanical Engineering
470,8.1,0,2,0,88,4.0,No,Yes,67,84,Placed,Mechanical Engineering
471,8.2,1,2,0,83,4.6,Yes,Yes,66,86,Placed,Business Administration
472,8.2,0,3,3,90,4.7,Yes,Yes,65,87,Placed,Biotechnology
473,8.4,2,1,2,81,4.7,Yes,Yes,77,82,NotPlaced,Computer Science
474,7.8,0,3,2,77,4.2,Yes,Yes,83,76,NotPlaced,Computer Science
475,7.3,1,2,1,75,4.6,No,Yes,55,75,NotPlaced,Business Administration
476,7.5,1,1,0,67,4.6,No,No,86,62,NotPlaced,Computer Science
477,8.0,2,1,0,74,4.1,No,Yes,80,67,Placed,Business Administration
478,7.5,2,3,2,90,4.7,Yes,Yes,80,83,Placed,Computer Science
479,8.4,2,3,1,85,4.7,Yes,Yes,63,78,Placed,Biotechnology
480,6.6,1,1,0,73,3.4,No,No,56,69,NotPlaced,Computer Science
481,7.6,1,1,0,66,3.7,Yes,Yes,65,60,NotPlaced,Business Administration
482,7.1,1,2,0,80,4.3,Yes,Yes,69,65,NotPlaced,Computer Science
483,7.6,1,2,2,69,3.3,No,Yes,64,63,NotPlaced,Mechanical Engineering
484,7.5,1,1,2,75,3.5,Yes,Yes,55,64,NotPlaced,Business Administration
485,6.5,1,1,0,74,3.9,No,No,70,67,NotPlaced,Mechanical Engineering
486,6.7,1,1,1,73,4.0,No,Yes,62,65,NotPlaced,Computer Science
487,8.3,1,3,1,86,4.8,No,Yes,80,67,NotPlaced,Computer Science
488,8.6,2,1,2,73,4.6,Yes,No,55,82,NotPlaced,Civil Engineering
489,6.6,1,3,0,70,4.1,Yes,No,78,63,Placed,Electrical Engineering
490,8.3,1,3,0,82,4.8,Yes,Yes,71,88,NotPlaced,Computer Science
491,7.6,1,2,1,76,3.9,No,No,55,69,NotPlaced,Civil Engineering
492,8.3,2,3,2,79,4.4,Yes,Yes,74,80,Placed,Computer Science
493,8.5,1,2,1,70,4.5,Yes,Yes,74,64,Placed,Computer Science
494,7.7,1,2,0,82,4.3,No,Yes,77,67,NotPlaced,Computer Science
495,7.4,1,1,0,89,4.4,No,Yes,58,73,NotPlaced,Biotechnology
496,8.8,1,3,2,88,4.8,Yes,Yes,79,86,Placed,Computer Science
497,7.0,1,2,0,75,4.6,Yes,Yes,78,67,NotPlaced,Computer Science
498,7.7,0,3,2,86,4.7,No,Yes,79,67,NotPlaced,Business Administration
499,7.5,0,2,0,71,3.4,No,No,55,62,NotPlaced,Biotechnology
500,7.5,1,1,1,79,3.6,No,Yes,63,65,NotPlaced,Business Administration
501,7.8,1,1,0,82,4.2,No,Yes,75,71,NotPlaced,Business Administration
502,6.8,1,1,2,74,4.2,Yes,No,77,84,NotPlaced,Civil Engineering
503,7.3,0,1,0,80,3.5,No,Yes,55,61,NotPlaced,Computer Science
504,7.2,0,2,1,60,3.6,No,No,74,71,NotPlaced,Electrical Engineering
505,6.7,2,0,0,69,3.9,No,Yes,76,71,NotPlaced,Computer Science
506,7.3,0,3,2,77,4.6,Yes,Yes,72,88,Placed,Business Administration
507,6.6,2,3,1,72,4.6,Yes,No,56,57,NotPlaced,Civil Engineering
508,6.9,2,1,0,67,4.0,Yes,No,59,61,NotPlaced,Mechanical Engineering
509,8.2,1,1,0,79,4.2,No,No,72,69,NotPlaced,Electrical Engineering
510,6.7,1,2,1,80,4.1,No,No,63,59,NotPlaced,Civil Engineering
511,7.9,1,2,1,63,4.2,No,Yes,56,69,NotPlaced,Computer Science
512,8.3,2,3,2,89,4.7,Yes,Yes,80,88,Placed,Computer Science
513,6.8,0,2,0,88,4.5,No,Yes,67,63,NotPlaced,Civil Engineering
514,7.6,1,2,0,88,4.8,No,Yes,57,68,NotPlaced,Civil Engineering
515,7.9,2,3,2,90,4.8,Yes,Yes,80,84,NotPlaced,Computer Science
516,6.5,0,3,0,81,4.8,Yes,Yes,90,68,NotPlaced,Mechanical Engineering
517,7.3,1,1,1,69,4.2,No,No,55,65,NotPlaced,Biotechnology
518,7.7,2,3,0,78,4.1,Yes,Yes,70,81,NotPlaced,Civil Engineering
519,7.9,1,2,2,75,4.6,Yes,Yes,71,85,NotPlaced,Computer Science
520,7.9,2,3,1,82,4.2,Yes,Yes,83,69,NotPlaced,Biotechnology
521,7.5,1,1,0,71,3.7,No,Yes,55,61,NotPlaced,Mechanical Engineering
522,7.5,1,3,0,86,4.2,Yes,Yes,81,71,NotPlaced,Computer Science
523,8.2,1,1,2,83,4.4,Yes,Yes,64,80,Placed,Civil Engineering
524,8.0,0,3,3,90,4.3,Yes,Yes,75,87,Placed,Computer Science
525,7.5,1,3,1,89,4.2,No,Yes,72,71,NotPlaced,Computer Science
526,7.8,1,1,0,69,4.7,No,No,57,64,NotPlaced,Computer Science
527,8.1,0,2,0,80,4.5,No,Yes,69,83,NotPlaced,Mechanical Engineering
528,8.2,1,1,0,70,4.2,No,No,55,62,NotPlaced,Mechanical Engineering
529,8.1,1,3,0,88,4.3,No,No,72,85,NotPlaced,Computer Science
530,8.1,1,3,2,90,4.5,Yes,Yes,77,81,Placed,Computer Science
531,6.7,1,2,1,68,4.6,No,Yes,72,68,NotPlaced,Mechanical Engineering
532,7.7,2,1,0,75,4.4,Yes,No,81,82,NotPlaced,Civil Engineering
533,7.6,0,1,1,73,4.4,No,Yes,70,67,NotPlaced,Civil Engineering
534,8.6,2,3,2,87,4.8,Yes,Yes,77,82,Placed,Business Administration
535,7.5,1,2,0,77,4.3,No,No,55,74,NotPlaced,Biotechnology
536,8.4,2,2,2,73,4.8,Yes,No,78,82,Placed,Civil Engineering
537,8.1,2,3,2,84,4.6,Yes,Yes,78,84,Placed,Civil Engineering
538,6.5,1,2,0,78,4.6,No,Yes,62,57,NotPlaced,Computer Science
539,8.9,2,3,2,90,4.8,Yes,Yes,79,87,Placed,Business Administration
540,7.5,2,2,0,73,4.4,Yes,Yes,86,74,Placed,Computer Science
541,8.7,2,3,2,90,4.8,Yes,Yes,75,88,Placed,Mechanical Engineering
542,7.4,2,3,2,84,4.8,Yes,Yes,82,80,NotPlaced,Civil Engineering
543,7.8,1,1,1,66,3.4,No,No,55,69,Placed,Civil Engineering
544,8.3,1,3,1,84,4.6,Yes,Yes,75,82,NotPlaced,Computer Science
545,8.3,1,2,2,85,4.6,Yes,Yes,72,88,Placed,Civil Engineering
546,7.6,2,3,2,90,4.5,Yes,Yes,75,82,Placed,Computer Science
547,6.5,1,1,1,74,4.0,No,No,56,73,NotPlaced,Electrical Engineering
548,7.4,1,3,1,75,4.5,Yes,Yes,83,67,Placed,Biotechnology
549,7.9,1,3,0,90,4.6,Yes,Yes,81,79,Placed,Electrical Engineering
550,8.4,1,1,0,73,4.2,No,Yes,55,69,NotPlaced,Civil Engineering
551,7.7,2,2,1,74,4.1,No,Yes,55,63,NotPlaced,Computer Science
552,8.2,1,3,1,88,4.8,Yes,Yes,71,82,NotPlaced,Computer Science
553,7.6,0,2,0,81,4.0,No,No,60,60,NotPlaced,Biotechnology
554,6.8,1,1,0,67,4.1,No,No,57,61,NotPlaced,Computer Science
555,8.2,0,3,0,76,4.7,Yes,Yes,77,66,NotPlaced,Mechanical Engineering
556,8.3,2,3,2,88,4.7,Yes,Yes,70,85,Placed,Computer Science
557,7.1,0,2,0,67,3.2,No,No,57,57,NotPlaced,Electrical Engineering
558,6.5,1,2,1,60,3.5,No,No,60,65,NotPlaced,Computer Science
559,8.6,1,3,2,90,4.8,Yes,Yes,90,88,Placed,Computer Science
560,7.6,2,2,0,72,4.3,No,Yes,77,67,Placed,Mechanical Engineering
561,7.9,2,1,1,78,4.1,Yes,Yes,58,76,NotPlaced,Business Administration
562,7.7,1,3,0,82,4.2,Yes,Yes,90,88,Placed,Computer Science
563,7.4,1,3,2,88,4.8,Yes,Yes,82,85,Placed,Computer Science
564,6.5,1,3,1,68,4.0,Yes,Yes,86,71,NotPlaced,Business Administration
565,8.2,1,2,1,90,4.7,Yes,Yes,76,80,Placed,Civil Engineering
566,7.6,1,2,2,70,4.8,No,Yes,73,84,Placed,Civil Engineering
567,7.3,0,2,1,78,4.8,No,Yes,83,72,NotPlaced,Computer Science
568,8.1,2,3,2,90,4.4,Yes,Yes,70,88,NotPlaced,Computer Science
569,7.5,1,1,1,71,4.3,No,No,57,68,NotPlaced,Computer Science
570,7.4,1,3,0,81,4.7,Yes,Yes,76,84,Placed,Mechanical Engineering
571,7.8,0,3,2,90,4.7,Yes,Yes,81,82,Placed,Computer Science
572,8.2,2,3,2,90,4.8,Yes,Yes,88,82,Placed,Business Administration
573,8.4,0,3,2,79,4.5,Yes,Yes,75,64,NotPlaced,Civil Engineering
574,8.2,2,3,2,90,4.7,Yes,Yes,85,80,Placed,Mechanical Engineering
575,7.6,2,1,2,87,4.8,Yes,No,88,62,NotPlaced,Civil Engineering
576,8.6,1,1,1,88,4.0,No,Yes,80,66,Placed,Business Administration
577,6.5,2,3,1,84,4.7,Yes,Yes,85,83,Placed,Civil Engineering
578,6.7,0,3,2,90,4.8,No,No,55,63,NotPlaced,Electrical Engineering
579,7.5,1,1,0,70,4.5,No,No,55,67,NotPlaced,Biotechnology
580,7.5,1,2,0,60,4.0,No,Yes,56,71,NotPlaced,Computer Science
581,7.5,1,1,1,60,4.1,No,No,55,64,NotPlaced,Computer Science
582,8.7,2,3,2,90,4.8,Yes,Yes,77,86,Placed,Mechanical Engineering
583,7.4,1,2,1,71,4.8,No,Yes,63,69,NotPlaced,Electrical Engineering
584,7.8,0,1,1,77,4.1,Yes,Yes,55,70,NotPlaced,Mechanical Engineering
585,8.1,2,3,2,90,4.4,Yes,Yes,81,87,Placed,Business Administration
586,7.3,1,1,0,81,4.4,No,No,55,65,NotPlaced,Electrical Engineering
587,7.8,2,3,0,90,4.8,Yes,Yes,78,83,Placed,Business Administration
588,8.0,0,0,2,76,4.8,Yes,No,62,64,Placed,Electrical Engineering
589,7.5,1,3,1,90,4.8,Yes,Yes,74,85,Placed,Mechanical Engineering
590,7.8,1,2,0,81,3.9,No,No,63,71,NotPlaced,Business Administration
591,6.5,0,3,0,68,4.2,Yes,No,64,62,Placed,Computer Science
592,7.9,0,1,0,66,4.1,No,No,72,84,NotPlaced,Business Administration
593,7.7,0,3,1,80,4.3,No,No,55,71,NotPlaced,Computer Science
594,8.0,1,3,0,87,4.3,Yes,Yes,79,67,NotPlaced,Computer Science
595,7.8,1,1,0,85,4.5,Yes,Yes,70,65,NotPlaced,Computer Science
596,8.5,2,3,2,90,4.8,Yes,Yes,80,84,Placed,Computer Science
597,8.4,1,3,2,90,4.6,Yes,Yes,82,88,Placed,Business Administration
598,7.4,2,1,1,81,4.0,Yes,No,76,66,Placed,Business Administration
599,7.0,1,3,0,82,4.6,No,Yes,71,72,NotPlaced,Civil Engineering
600,7.6,1,2,1,85,4.6,No,No,90,79,NotPlaced,Business Administration
601,6.8,1,1,1,75,3.8,No,Yes,60,67,NotPlaced,Computer Science
602,7.5,0,2,1,63,3.5,No,Yes,75,66,NotPlaced,Computer Science
603,8.5,2,3,0,89,4.8,Yes,Yes,79,80,Placed,Computer Science
604,6.9,1,2,1,70,4.4,Yes,Yes,55,66,NotPlaced,Business Administration
605,8.2,0,1,0,73,4.8,Yes,Yes,55,66,Placed,Mechanical Engineering
606,6.5,0,3,2,85,4.7,Yes,No,65,81,Placed,Mechanical Engineering
607,7.7,1,2,2,76,4.1,Yes,Yes,66,78,NotPlaced,Biotechnology
608,7.7,1,1,1,78,4.2,Yes,Yes,66,67,NotPlaced,Biotechnology
609,6.8,1,1,0,74,3.8,No,Yes,62,67,NotPlaced,Computer Science
610,8.3,1,3,0,78,4.7,Yes,Yes,76,82,NotPlaced,Civil Engineering
611,7.6,2,1,1,89,3.9,No,Yes,55,67,NotPlaced,Business Administration
612,7.4,0,3,0,78,4.4,Yes,Yes,70,81,Placed,Computer Science
613,8.1,2,3,2,90,4.8,Yes,Yes,76,84,Placed,Civil Engineering
614,7.7,0,1,1,67,4.2,Yes,No,64,64,NotPlaced,Electrical Engineering
615,6.5,2,3,2,84,4.0,Yes,No,74,83,NotPlaced,Mechanical Engineering
616,8.0,2,3,2,90,4.8,Yes,Yes,75,88,Placed,Civil Engineering
617,6.9,1,1,1,74,4.3,No,Yes,57,57,NotPlaced,Computer Science
618,8.5,2,2,0,79,4.8,Yes,No,55,64,NotPlaced,Electrical Engineering
619,6.5,1,1,0,84,4.5,Yes,Yes,55,84,NotPlaced,Business Administration
620,7.7,1,1,0,73,3.9,No,Yes,59,67,Placed,Civil Engineering
621,7.4,1,2,1,90,4.8,Yes,Yes,73,67,Placed,Computer Science
622,6.7,1,1,1,68,4.3,No,No,55,60,NotPlaced,Computer Science
623,8.3,1,2,2,88,4.4,Yes,Yes,78,86,Placed,Electrical Engineering
624,7.6,0,1,1,70,4.0,No,No,69,69,NotPlaced,Biotechnology
625,8.4,1,1,0,72,3.9,Yes,No,60,82,NotPlaced,Biotechnology
626,7.1,1,2,1,73,4.3,No,Yes,59,69,NotPlaced,Mechanical Engineering
627,7.4,1,1,2,80,4.3,Yes,Yes,55,66,NotPlaced,Civil Engineering
628,7.5,1,2,1,90,4.3,Yes,Yes,59,84,Placed,Civil Engineering
629,8.3,2,3,0,90,4.8,Yes,Yes,78,83,Placed,Computer Science
630,8.3,2,3,2,85,4.7,Yes,Yes,76,87,Placed,Computer Science
631,7.6,1,2,1,74,4.6,No,Yes,74,85,Placed,Biotechnology
632,7.5,1,2,0,80,3.6,No,No,57,69,NotPlaced,Biotechnology
633,8.6,2,2,2,88,4.8,Yes,No,83,77,Placed,Mechanical Engineering
634,6.6,1,2,1,81,3.4,Yes,Yes,81,85,Placed,Electrical Engineering
635,8.6,2,3,2,87,4.4,Yes,Yes,69,86,Placed,Computer Science
636,7.4,1,1,1,69,3.8,No,Yes,55,64,Placed,Computer Science
637,7.7,1,2,0,81,4.4,Yes,Yes,55,82,Placed,Biotechnology
638,7.5,1,1,0,79,4.5,No,No,56,74,NotPlaced,Biotechnology
639,7.4,1,2,0,68,4.3,No,Yes,56,67,NotPlaced,Business Administration
640,8.5,1,1,2,83,4.3,Yes,Yes,89,86,Placed,Biotechnology
641,6.5,1,1,1,81,4.6,No,No,56,73,NotPlaced,Business Administration
642,7.9,1,1,1,66,4.5,No,No,74,69,NotPlaced,Mechanical Engineering
643,6.6,0,1,1,72,3.4,No,No,83,65,NotPlaced,Business Administration
644,8.3,2,3,2,90,4.8,Yes,No,69,80,Placed,Computer Science
645,8.5,2,3,2,88,4.6,Yes,Yes,85,84,Placed,Computer Science
646,7.4,1,2,1,79,4.7,Yes,Yes,59,67,NotPlaced,Biotechnology
647,7.9,2,3,2,90,4.6,Yes,Yes,82,87,Placed,Computer Science
648,8.3,1,3,0,84,4.6,Yes,Yes,72,83,NotPlaced,Civil Engineering
649,7.6,1,2,0,79,4.3,Yes,Yes,79,69,Placed,Business Administration
650,7.6,0,1,2,74,4.6,Yes,Yes,76,67,Placed,Civil Engineering
651,8.1,1,3,0,90,4.8,Yes,Yes,83,83,NotPlaced,Computer Science
652,6.5,1,1,1,71,4.2,No,No,58,71,NotPlaced,Computer Science
653,6.8,0,3,2,89,4.8,Yes,Yes,78,69,Placed,Computer Science
654,7.3,1,1,0,84,4.3,No,No,61,74,NotPlaced,Computer Science
655,8.2,2,3,1,90,4.8,Yes,Yes,82,77,Placed,Computer Science
656,7.6,0,3,2,85,3.8,Yes,No,79,83,NotPlaced,Computer Science
657,7.4,1,3,0,88,4.2,Yes,Yes,55,74,NotPlaced,Computer Science
658,6.5,0,1,0,77,4.1,No,No,55,67,NotPlaced,Business Administration
659,8.2,1,2,3,85,4.5,Yes,Yes,69,82,NotPlaced,Computer Science
660,8.4,0,3,2,87,4.0,Yes,No,79,80,Placed,Electrical Engineering
661,7.4,1,1,1,73,3.7,No,No,55,63,NotPlaced,Computer Science
662,7.3,1,1,0,90,4.6,Yes,No,76,62,NotPlaced,Mechanical Engineering
663,8.4,1,2,1,85,4.8,Yes,Yes,55,66,Placed,Computer Science
664,7.8,0,3,2,90,4.8,Yes,Yes,64,88,NotPlaced,Computer Science
665,8.5,0,3,1,83,4.0,Yes,Yes,59,82,NotPlaced,Business Administration
666,8.1,2,3,2,90,4.8,Yes,Yes,79,83,Placed,Electrical Engineering
